data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,dimessi_guariti_gg,deceduti,deceduti_gg,totale_casi,totale_casi_gg,tamponi,tamponi_gg
23/03/2020 17:00,ITA,16,Puglia,4.112.559.576,1.686.736.689,285,45,330,532,862,114,7,0,37,6,906,120,6761,601
24/03/2020 17:00,ITA,16,Puglia,4.112.559.576,1.686.736.689,317,57,374,566,940,78,21,14,44,7,1005,99,7345,584
25/02/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26/02/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27/02/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28/02/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29/02/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,29,28
02/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,0,0,0,0,0,0,0,0,0,0,0,0,29,0
03/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,1,0,1,0,1,1,0,0,0,0,1,1,29,0
04/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,1,0,1,1,2,1,0,0,0,0,2,1,42,13
05/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,2,0,2,0,2,0,0,0,0,0,2,0,50,8
06/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,2,0,2,3,5,3,0,0,0,0,5,3,99,49
07/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,2,0,2,3,5,0,0,0,0,0,5,0,99,0
08/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,5,0,5,6,11,6,0,0,0,0,11,6,149,50
09/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,8,0,8,11,19,8,0,0,0,0,19,8,185,36
10/03/2020 18:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,9,0,9,11,20,1,0,0,0,0,20,1,204,19
11/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,10,0,10,27,37,17,0,0,0,0,37,17,283,79
12/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,12,0,12,27,39,2,0,0,0,0,39,2,302,19
13/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,12,0,12,31,43,4,0,0,0,0,43,4,504,202
14/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,14,0,14,33,47,4,0,0,0,0,47,4,530,26
15/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,16,0,16,59,75,28,0,0,2,2,77,30,613,83
16/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,39,0,39,66,105,30,0,0,2,0,107,30,797,184
17/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,36,4,40,75,115,10,0,0,2,0,117,10,1003,206
18/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,42,7,49,83,132,17,0,0,2,0,134,17,1135,132
19/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,43,9,52,152,204,72,0,0,2,0,206,72,1334,199
20/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,56,15,71,217,288,84,3,3,2,0,293,87,1912,578
21/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,65,16,81,240,321,33,5,2,4,2,330,37,2297,385
22/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,67,16,83,244,327,6,5,0,7,3,339,9,2402,105
23/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,76,18,94,249,343,16,5,0,11,4,359,20,2568,166
24/03/2020 17:00,ITA,20,Sardegna,3.921.531.192,9.110.616.306,80,19,99,296,395,52,11,6,15,4,421,62,2859,291
25/02/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,2,2,3,3,0,0,0,0,3,3,5,0
26/02/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,1,2,3,0,0,0,0,0,3,0,5,0
27/02/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,1,1,2,-1,2,2,0,0,4,1,5,0
28/02/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,1,1,2,0,2,0,0,0,4,0,5,0
29/02/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,1,1,2,0,2,0,0,0,4,0,6,1
01/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,1,0,1,6,7,5,2,0,0,0,9,5,291,285
02/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,2,0,2,3,5,-2,2,0,0,0,7,-2,307,16
03/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,2,0,2,3,5,0,2,0,0,0,7,0,307,0
04/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,5,0,5,11,16,11,2,0,0,0,18,11,367,60
05/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,5,0,5,11,16,0,2,0,0,0,18,0,367,0
06/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,7,0,7,15,22,6,2,0,0,0,24,6,367,0
07/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,8,0,8,25,33,11,2,0,0,0,35,11,643,276
08/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,18,0,18,33,51,18,2,0,0,0,53,18,791,148
09/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,19,0,19,33,52,1,2,0,0,0,54,1,836,45
10/03/2020 18:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,17,2,19,41,60,8,2,0,0,0,62,8,955,119
11/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,23,1,24,57,81,21,2,0,0,0,83,21,1194,239
12/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,28,5,33,78,111,30,2,0,2,2,115,32,1477,283
13/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,37,7,44,82,126,15,2,0,2,0,130,15,1950,473
14/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,42,11,53,97,150,24,4,2,2,0,156,26,2100,150
15/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,56,15,71,108,179,29,7,3,2,0,188,32,2452,352
16/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,75,20,95,108,203,24,8,1,2,0,213,25,2653,201
17/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,86,28,114,112,226,23,8,0,3,1,237,24,2916,263
18/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,100,29,129,138,267,41,12,4,3,0,282,45,3294,378
19/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,143,36,179,142,321,54,15,3,4,1,340,58,3961,667
20/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,168,42,210,169,379,58,25,10,4,0,408,68,4468,507
21/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,206,48,254,204,458,79,26,1,6,2,490,82,4883,415
22/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,220,55,275,321,596,138,26,0,8,2,630,140,5580,697
23/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,250,60,310,371,681,85,27,1,13,5,721,91,6375,795
24/03/2020 17:00,ITA,19,Sicilia,3.811.569.725,13.362.356.699.999.900,250,60,310,489,799,118,27,0,20,7,846,125,7170,795
25/02/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,2,0,2,0,2,2,0,0,0,0,2,2,296,156
26/02/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,2,0,2,0,2,0,0,0,0,0,2,0,363,67
27/02/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,2,0,2,0,2,0,0,0,0,0,2,0,410,47
28/02/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,5,0,5,2,7,5,1,1,0,0,8,6,437,27
29/02/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,7,0,7,3,10,3,1,0,0,0,11,3,531,94
01/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,7,0,7,5,12,2,1,0,0,0,13,2,572,41
02/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,7,0,7,5,12,0,1,0,0,0,13,0,613,41
03/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,10,0,10,8,18,6,1,0,0,0,19,6,697,84
04/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,15,2,17,20,37,19,1,0,0,0,38,19,776,79
05/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,26,3,29,31,60,23,1,0,0,0,61,23,776,0
06/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,35,5,40,38,78,18,1,0,0,0,79,18,1097,321
07/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,54,7,61,51,112,34,1,0,0,0,113,34,1331,234
08/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,91,7,98,67,165,53,1,0,0,0,166,53,1618,287
09/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,107,9,116,90,206,41,1,0,1,1,208,42,2018,400
10/03/2020 18:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,91,40,131,129,260,54,3,2,1,0,264,56,2573,555
11/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,87,54,141,173,314,54,5,2,1,0,320,56,2804,231
12/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,100,59,159,193,352,38,7,2,5,4,364,44,3165,361
13/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,134,77,211,244,455,103,10,3,5,0,470,106,4049,884
14/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,160,87,247,367,614,159,10,0,6,1,630,160,4595,546
15/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,175,107,282,481,763,149,10,0,8,2,781,151,5132,537
16/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,175,107,282,559,841,78,11,1,14,6,866,85,5910,778
17/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,329,143,472,552,1024,183,12,1,17,3,1053,187,6727,817
18/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,427,160,587,704,1291,267,17,5,22,5,1330,277,7606,879
19/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,501,178,679,743,1422,131,22,5,38,16,1482,152,8873,1267
20/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,601,189,790,923,1713,291,33,11,47,9,1793,311,10405,1532
21/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,664,202,866,1039,1905,192,35,2,72,25,2012,219,11909,1504
22/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,706,215,921,1223,2144,239,42,7,91,19,2277,265,13264,1355
23/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,838,238,1076,1225,2301,157,51,9,109,18,2461,184,13851,587
24/03/2020 17:00,ITA,9,Toscana,4.376.923.077,1.125.588.885,918,244,1162,1357,2519,218,51,0,129,20,2699,238,15701,1850
25/02/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,3,0
26/02/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,3,0
27/02/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,32,29
28/02/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,32,0
29/02/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,43,11
01/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,122,79
02/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,0,0,0,0,0,0,0,0,0,0,0,0,122,0
03/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,1,0,1,3,4,4,0,0,0,0,4,4,122,0
04/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,1,0,1,4,5,1,0,0,0,0,5,1,122,0
05/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,2,0,2,5,7,2,0,0,0,0,7,2,122,0
06/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,4,0,4,6,10,3,0,0,0,0,10,3,122,0
07/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,6,1,7,7,14,4,0,0,0,0,14,4,194,72
08/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,7,2,9,14,23,9,0,0,0,0,23,9,228,34
09/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,10,2,12,21,33,10,0,0,0,0,33,10,267,39
10/03/2020 18:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,19,3,22,28,50,17,2,2,0,0,52,19,399,132
11/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,28,4,32,42,74,24,3,1,0,0,77,25,527,128
12/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,43,5,48,54,102,28,4,1,1,1,107,30,593,66
13/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,58,6,64,93,157,55,4,0,2,1,163,56,846,253
14/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,68,12,80,119,199,42,5,1,2,0,206,43,1006,160
15/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,73,19,92,275,367,168,5,0,6,4,378,172,1006,0
16/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,73,19,92,275,367,0,5,0,6,0,378,0,1006,0
17/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,107,22,129,239,368,1,10,5,7,1,385,7,1727,721
18/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,141,22,163,273,436,68,12,2,7,0,455,70,2187,460
19/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,169,30,199,292,491,55,20,8,12,5,523,68,2203,16
20/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,198,34,232,368,600,109,29,9,13,1,642,119,2656,453
21/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,233,39,272,448,720,120,34,5,28,15,782,140,2656,0
22/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,235,46,281,604,885,165,34,0,35,7,954,172,3050,394
23/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,249,46,295,619,914,29,68,34,41,6,1023,69,3150,100
24/03/2020 17:00,ITA,4,P.A. Trento,4.606.893.511,1.112.123.097,308,49,357,618,975,61,79,11,56,15,1110,87,3712,562
25/02/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,0,0,0,0,0,0,0,0,0,8,8
26/02/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,0,0,0,0,0,0,0,0,0,8,0
27/02/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,0,0,0,0,0,0,0,0,0,8,0
28/02/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,0,0,0,0,0,0,0,0,0,8,0
29/02/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,0,0,0,0,0,0,0,0,0,31,23
01/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,2,2,2,0,0,0,0,2,2,35,4
02/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,0,0,0,2,2,0,0,0,0,0,2,0,35,0
03/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,1,1,2,6,8,6,0,0,0,0,8,6,45,10
04/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,1,1,2,7,9,1,0,0,0,0,9,1,58,13
05/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,1,1,2,7,9,0,0,0,0,0,9,0,88,30
06/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,2,2,4,12,16,7,0,0,0,0,16,7,110,22
07/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,2,2,4,20,24,8,0,0,0,0,24,8,134,24
08/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,2,2,4,22,26,2,0,0,0,0,26,2,168,34
09/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,4,2,6,22,28,2,0,0,0,0,28,2,183,15
10/03/2020 18:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,8,2,10,27,37,9,0,0,0,0,37,9,260,77
11/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,7,5,12,32,44,7,2,2,0,0,46,9,340,80
12/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,8,8,16,46,62,18,2,0,0,0,64,18,458,118
13/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,11,10,21,52,73,11,2,0,1,1,76,12,576,118
14/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,21,11,32,71,103,30,3,1,1,0,107,31,748,172
15/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,25,13,38,101,139,36,3,0,1,0,143,36,965,217
16/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,30,15,45,114,159,20,4,1,1,0,164,21,1093,128
17/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,36,21,57,135,192,33,4,0,1,0,197,33,1323,230
18/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,54,21,75,166,241,49,4,0,2,1,247,50,1601,278
19/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,69,21,90,238,328,87,4,0,2,0,334,87,1954,353
20/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,75,24,99,285,384,56,4,0,7,5,395,61,2303,349
21/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,92,29,121,326,447,63,5,1,10,3,462,67,2712,409
22/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,97,35,132,368,500,53,5,0,16,6,521,59,3135,423
23/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,106,42,148,408,556,56,5,0,16,0,577,56,3561,426
24/03/2020 17:00,ITA,10,Umbria,4.310.675.841,1.238.824.698,105,43,148,476,624,68,5,0,19,3,648,71,4108,547
25/02/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,7,0
26/02/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,7,0
27/02/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,9,2
28/02/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,9,0
29/02/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,9,0
01/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,10,1
02/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,11,1
03/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,12,1
04/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,0,0,0,0,0,0,0,0,0,15,3
05/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,2,2,2,0,0,0,0,2,2,21,6
06/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,0,0,0,7,7,5,0,0,0,0,7,5,28,7
07/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,1,0,1,7,8,1,0,0,0,0,8,1,32,4
08/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,1,0,1,8,9,1,0,0,0,0,9,1,41,9
09/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,4,0,4,11,15,6,0,0,0,0,15,6,67,26
10/03/2020 18:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,2,0,2,15,17,2,0,0,0,0,17,2,89,22
11/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,2,0,2,17,19,2,0,0,1,1,20,3,99,10
12/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,7,0,7,19,26,7,0,0,1,0,27,7,118,19
13/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,6,0,6,21,27,1,0,0,1,0,28,1,189,71
14/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,12,0,12,29,41,14,0,0,1,0,42,14,231,42
15/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,10,3,13,43,56,15,0,0,1,0,57,15,230,-1
16/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,28,5,33,70,103,47,0,0,2,1,105,48,287,57
17/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,35,6,41,93,134,31,0,0,2,0,136,31,398,111
18/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,41,3,44,118,162,28,0,0,3,1,165,29,486,88
19/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,47,9,56,153,209,47,0,0,6,3,215,50,608,122
20/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,54,9,63,194,257,48,0,0,7,1,264,49,814,206
21/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,62,15,77,227,304,47,1,1,8,1,313,49,884,70
22/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,63,21,84,270,354,50,1,0,9,1,364,51,950,66
23/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,69,20,89,290,379,25,2,1,12,3,393,29,1098,148
24/03/2020 17:00,ITA,2,Valle d'Aosta,4.573.750.286,7.320.149.366,71,20,91,288,379,0,2,0,19,7,400,7,1180,82
25/02/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,12,7,19,23,42,10,0,0,1,0,43,10,3780,1580
26/02/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,16,8,24,45,69,27,0,0,2,1,71,28,4900,1120
27/02/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,19,8,27,82,109,40,0,0,2,0,111,40,6164,1264
28/02/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,24,9,33,116,149,40,0,0,2,0,151,40,7414,1250
29/02/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,24,11,35,154,189,40,0,0,2,0,191,40,8659,1245
01/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,51,13,64,197,261,72,0,0,2,0,263,72,9056,397
02/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,53,14,67,204,271,10,0,0,2,0,273,10,9782,726
03/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,49,19,68,229,297,26,7,7,3,1,307,34,10176,394
04/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,76,23,99,246,345,48,9,2,6,3,360,53,10515,339
05/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,92,24,116,264,380,35,17,8,10,4,407,47,11949,1434
06/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,117,27,144,310,454,74,22,5,12,2,488,81,13023,1074
07/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,123,41,164,341,505,51,25,3,13,1,543,55,14429,1406
08/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,146,47,193,430,623,118,29,4,18,5,670,127,15918,1489
09/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,186,51,237,457,694,71,30,1,20,2,744,74,15956,38
10/03/2020 18:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,204,67,271,512,783,89,47,17,26,6,856,112,16643,687
11/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,262,68,330,610,940,157,54,7,29,3,1023,167,21400,4757
12/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,360,85,445,852,1297,357,55,1,32,3,1384,361,23438,2038
13/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,366,107,473,980,1453,156,100,45,42,10,1595,211,25691,2253
14/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,366,119,485,1290,1775,322,107,7,55,13,1937,342,26980,1289
15/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,426,129,555,1434,1989,214,120,13,63,8,2172,235,32546,5566
16/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,498,156,654,1620,2274,285,130,10,69,6,2473,301,35052,2506
17/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,548,171,719,1769,2488,214,136,6,80,11,2704,231,35478,426
18/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,646,195,841,2112,2953,465,167,31,94,14,3214,510,40841,5363
19/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,771,209,980,2189,3169,216,200,33,115,21,3484,270,44658,3817
20/03/2020 17:00,ITA,5,Veneto,4.543.490.485,1.233.845.213,843,236,1079,2598,3677,508,223,23,131,16,4031,547,49288,4630
